1.61 -0.146773 -0.0021217 -0.528768 -0.68475 -0.00955979 0.0178627 1.05 -2.48319e-14 -6.76925e-16 0.0974664 0.995239
1.62 -0.146257 -0.001993 -0.528607 -0.685084 -0.0095807 0.0180109 1.05 -2.49262e-14 -8.0594e-16 0.097472 0.995238
1.63 -0.146148 -0.00178577 -0.5288 -0.684783 -0.00960077 0.0181041 1.05 -2.50296e-14 -9.26645e-16 0.0974458 0.995241
1.64 -0.144581 -0.00442905 -0.528818 -0.681559 -0.00961791 0.0181497 1.05 -2.51399e-14 -1.04176e-15 0.0974317 0.995242
1.65 -0.137751 -0.00809675 -0.531776 -0.683224 -0.00965919 0.0182368 1.05 -2.52536e-14 -1.14681e-15 0.0974319 0.995242
1.66 -0.131958 -0.0112034 -0.536657 -0.682939 -0.00970332 0.0183667 1.05 -2.5349e-14 -1.26808e-15 0.097444 0.995241
1.67 -0.130251 -0.00834757 -0.536092 -0.682986 -0.00976083 0.0184914 1.05 -2.54112e-14 -1.40193e-15 0.0975053 0.995235
1.68 -0.129086 -0.00555507 -0.536446 -0.680977 -0.00985979 0.0186167 1.05 -2.54439e-14 -1.52077e-15 0.0975981 0.995226
1.69 -0.125787 -0.00570555 -0.537632 -0.680818 -0.00994147 0.0187611 1.05 -2.54512e-14 -1.61037e-15 0.0976391 0.995222
1.7 -0.124623 -0.00552088 -0.538017 -0.680709 -0.00997584 0.018896 1.05 -2.54311e-14 -1.69185e-15 0.0976107 0.995225
1.71 -0.125134 -0.0045485 -0.537515 -0.680577 -0.00997266 0.0189938 1.05 -2.53884e-14 -1.77423e-15 0.0975737 0.995228
1.72 -0.125129 -0.00459738 -0.536193 -0.680363 -0.00996102 0.019052 1.05 -2.53394e-14 -1.86981e-15 0.0975597 0.99523
1.73 -0.124958 -0.0055421 -0.534463 -0.680128 -0.00998163 0.0191609 1.05 -2.52335e-14 -1.9786e-15 0.097574 0.995228
1.74 -0.124782 -0.00592849 -0.532246 -0.679929 -0.0100123 0.0193043 1.05 -2.50878e-14 -2.07057e-15 0.0976076 0.995225
1.75 -0.125239 -0.00485242 -0.530206 -0.679113 -0.0100515 0.0194668 1.05 -2.49536e-14 -2.19077e-15 0.0976583 0.99522
1.76 -0.125756 -0.00266765 -0.529208 -0.677489 -0.0100812 0.0196653 1.05 -2.47962e-14 -2.32547e-15 0.0976537 0.99522
1.77 -0.126539 -0.00161052 -0.529761 -0.675884 -0.0100906 0.0198512 1.05 -2.46332e-14 -2.43731e-15 0.0975898 0.995227
1.78 -0.12727 -0.000951818 -0.529661 -0.674548 -0.0100644 0.0199967 1.05 -2.44558e-14 -2.544e-15 0.0975083 0.995235
1.79 -0.128063 0.0001633 -0.527988 -0.673221 -0.0100447 0.0200752 1.05 -2.4276e-14 -2.65451e-15 0.0974711 0.995238
1.8 -0.128673 0.000645705 -0.532841 -0.674742 -0.0100431 0.0201595 1.05 -2.41032e-14 -2.7773e-15 0.0974457 0.995241
1.81 -0.129117 0.000825595 -0.541773 -0.682162 -0.0100641 0.0202355 1.05 -2.396e-14 -2.9017e-15 0.0974425 0.995241
1.82 -0.129568 -0.000143771 -0.547674 -0.687667 -0.0100948 0.0203301 1.05 -2.38196e-14 -3.04541e-15 0.0974512 0.99524
1.83 -0.127731 0.00358781 -0.547398 -0.686519 -0.0101391 0.0204389 1.05 -2.36615e-14 -3.17606e-15 0.0974277 0.995243
1.84 -0.123907 0.00863472 -0.548798 -0.680701 -0.0101531 0.0205588 1.05 -2.34788e-14 -3.29059e-15 0.0973681 0.995248
1.85 -0.120114 0.013742 -0.548018 -0.677011 -0.0101714 0.0207351 1.05 -2.32743e-14 -3.42602e-15 0.097324 0.995253
1.86 -0.117224 0.0178403 -0.54853 -0.674448 -0.010186 0.0209379 1.05 -2.30439e-14 -3.58284e-15 0.0972696 0.995258
